avg_tension,max_tension,std_tension,slope,early_late_ratio,num_spikes,label
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,contradict
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,contradict
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,consistent
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,contradict
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,contradict
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,consistent
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,consistent
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,contradict
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,contradict
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,contradict
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,consistent
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,contradict
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,contradict
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,contradict
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,contradict
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,contradict
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,consistent
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,consistent
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,contradict
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,contradict
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,consistent
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,consistent
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,contradict
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,contradict
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,consistent
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,contradict
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,contradict
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,contradict
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,contradict
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,contradict
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,consistent
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,contradict
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,contradict
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,contradict
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,consistent
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,consistent
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,contradict
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,contradict
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,contradict
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,contradict
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,consistent
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,consistent
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,consistent
23.365111567936623,25.840023040771484,0.7414483176211011,-2.0096302032470703,0.9975570235708472,24,contradict
22.995397936573344,24.96857452392578,0.6650915394426365,-0.9654273986816406,1.003208400295327,12,consistent
